accounttypelovdesc,approvedforonboarding,businesssegmentlovdesc,businesssubsegmentlovdesc,createdby,createdon,incorporationcountrycode,internalidentifiers_ccid,internalidentifiers_onboardingcaseid,internalidentifiers_scileid,internalidentifiers_scisubprofileid,justificationforclientonboarding,modifiedby,modifiedon,prospectclassificationlovdesc,prospectcountrycode,prospectdisqualifyreasondesc,prospectid,prospectname,prospectsourcelovdesc,prospectstatuslovdesc,prospecttierlovdesc,prospecttypelovdesc,prospectstagelovdesc,yearonrevenueprojectionusd000,yearthreerevenueprojectionusd000,yearfiverevenueprojectionusd000,caseid,legalentityid,casestage_lovdesc,priority,businessunit_lovdesc,casestatus_lovdesc,createdondate,casestatusmodifieddate,caseoriginaltargetcompletiondate,comments,kycreviewtype,kycreviewreasons,fccrecommendation
Non-Borrowing,False,Global Corporate,FI - Financial Sponsors,Priya Nair,2020-04-16,DE,524787,468978,413199,181608,High strategic importance.,Lisa Wong,2025-04-04,Co-Borrower / Guarantor,DE,Auto disqualified,2082,Prospect_2082,User Referral,Qualified,Platinum,Subsidiary,Converted,4668.86,89430.9,46450.14,CASE107813,,Business Acceptance,Medium,SINGAPORE,Closed,2022-02-05,2020-05-08,2022-07-22,"Compliance review in progress, awaiting approvals.",New Business,New Business,True
Borrowing,True,Local Corporate,Finance Companies,Priya Nair,2025-02-02,US,981847,763326,511515,300981,Existing group relationship.,Kunal Mehta,2022-06-30,Co-Borrower / Guarantor,SG,Client decision,1529,Prospect_1529,User Referral,Lead,Portfolio,Subsidiary,Draft,47418.75,76105.29,158904.56,CASE107814,,Business Acceptance,Medium,HONG KONG,Open,2023-10-03,2021-12-24,2023-11-08,"Compliance review in progress, awaiting approvals.",New Business,Refresh KYC,False
Borrowing,False,Middle Market,Origination GC,Sarah Lee,2025-10-19,SG,749873,698289,149085,777297,High strategic importance.,David Chen,2023-10-01,Liquidity provider,AU,Client decision,2989,Prospect_2989,User Referral,Gold,Portfolio,Standalone,Qualify,60450.93,70927.46,2247.37,CASE107815,,Complete,High,HONG KONG,Open,2023-11-17,2024-02-05,2020-06-05,Enhanced due diligence recommended based on risk factors.,New Business,Refresh KYC,False
Non-Borrowing,False,Financial Institution,Finance Companies,Maria Garcia,2023-09-06,US,843598,991787,541066,413750,Strong revenue potential.,David Chen,2025-02-13,Liquidity provider,SG,Auto disqualified,1898,Prospect_1898,User Referral,Portfolio,Portfolio,Group,Onboarding In Progress,84263.83,142702.97,170876.07,CASE107816,,Validation,High,HONG KONG,Closed,2020-09-14,2022-08-26,2020-07-03,Client onboarding completed successfully.,New Business,New Business,True
Non-Borrowing,True,Middle Market,Financial Sponsors - Portfolio Companies,Lisa Wong,2022-02-27,AU,493927,976199,716342,974931,Strong revenue potential.,Maria Garcia,2022-03-22,Co-Borrower / Guarantor,DE,Client decision,29,Prospect_29,User Referral,Converted,Platinum,Group,Qualify,62019.06,148672.68,60548.09,CASE107817,LE200030,Validation,High,INDIA,Open,2024-02-08,2023-09-01,2022-01-27,Pending additional KYC documentation from client.,New Business,New Business,True
Non-Borrowing,False,Global Corporate,Local Corporates,John Mathews,2021-03-18,GB,482651,382489,873169,187814,Strong revenue potential.,Emily Davis,2022-10-13,None,SG,Client decision,553,Prospect_553,User Referral,Qualified,Gold,Subsidiary,Converted,45777.21,57766.63,177902.41,CASE107818,,Complete,Medium,INDIA,Open,2020-12-23,2020-03-01,2021-08-18,Onboarding delayed due to missing tax documents.,New Business,New Business,True
Non-Borrowing,False,Financial Institution,Origination GC,Amit Singh,2021-02-24,DE,800009,366672,323364,569136,Client meets all KYC requirements.,Amit Singh,2025-09-23,Liquidity provider,IN,Client decision,1147,Prospect_1147,User Referral,Silver,Portfolio,Standalone,Converted,76353.72,2052.05,83444.18,CASE107819,,Complete,High,HONG KONG,Closed,2025-05-30,2025-09-04,2025-04-21,Client onboarding completed successfully.,New Business,Refresh KYC,True
Non-Borrowing,False,Local Corporate,Middle Markets,David Chen,2020-02-20,GB,487002,894496,752250,984610,Client meets all KYC requirements.,Kunal Mehta,2021-02-07,Transaction participation counterparty / SPV,US,Auto disqualified,1991,Prospect_1991,User Referral,Gold,Gold,Subsidiary,Qualify,46330.25,136517.72,141154.99,CASE107820,,Complete,Low,INDIA,Open,2025-01-03,2022-04-22,2022-12-31,Onboarding delayed due to missing tax documents.,Refresh KYC,New Business,True
Borrowing,False,Global Corporate,Financial Sponsors - Portfolio Companies,Maria Garcia,2020-10-03,DE,908321,418049,420072,380454,High strategic importance.,Emily Davis,2022-06-25,Co-Borrower / Guarantor,US,Auto disqualified,1463,Prospect_1463,User Referral,Silver,Portfolio,Subsidiary,Qualify,28559.58,48036.7,29244.34,CASE107821,,Validation,Low,SINGAPORE,Open,2024-01-27,2022-08-21,2020-02-22,"Compliance review in progress, awaiting approvals.",Refresh KYC,Refresh KYC,True
Borrowing,True,Financial Institution,Global Subsidiaries GC,David Chen,2022-03-04,HK,620056,864294,242122,468588,High strategic importance.,Rohit Sharma,2022-10-05,Liquidity provider,AU,Auto disqualified,844,Prospect_844,User Referral,Disqualified,Portfolio,Group,Onboarding In Progress,58371.33,138562.06,108646.9,CASE107822,,Business Acceptance,Medium,HONG KONG,Closed,2020-11-05,2021-11-20,2025-12-13,Pending additional KYC documentation from client.,Refresh KYC,Refresh KYC,False
Borrowing,False,Global Corporate,Origination GC,David Chen,2021-05-31,SG,369583,613912,169501,718408,Existing group relationship.,David Chen,2020-03-21,None,DE,Auto disqualified,2256,Prospect_2256,User Referral,Lead,Platinum,Group,Draft,51124.23,79966.45,65725.35,CASE107823,,Business Acceptance,High,SINGAPORE,Open,2022-04-02,2025-04-25,2025-07-04,Onboarding delayed due to missing tax documents.,New Business,Refresh KYC,True
Non-Borrowing,False,Local Corporate,Hedge Funds,Lisa Wong,2025-09-15,US,980341,947189,151304,903560,High strategic importance.,Amit Singh,2025-05-25,Liquidity provider,US,Auto disqualified,1695,Prospect_1695,Self,Qualified,Platinum,Subsidiary,Onboarding In Progress,48785.23,144673.44,52292.78,CASE107824,,Validation,High,HONG KONG,Open,2025-04-28,2021-02-18,2024-03-03,Client onboarding completed successfully.,Refresh KYC,New Business,False
Borrowing,False,Financial Institution,Global Subsidiaries GC,Emily Davis,2022-11-15,AU,343897,330659,640963,676323,Client meets all KYC requirements.,Rohit Sharma,2022-08-10,Co-Borrower / Guarantor,US,Client decision,463,Prospect_463,User Referral,Portfolio,Gold,Group,Converted,19166.4,76890.18,135574.65,CASE107825,,Complete,Medium,HONG KONG,Open,2025-11-03,2020-04-09,2025-06-22,"Compliance review in progress, awaiting approvals.",Refresh KYC,Refresh KYC,False
Borrowing,False,Middle Market,Middle Markets,Lisa Wong,2023-12-26,SG,323883,300699,221063,298856,Client meets all KYC requirements.,Kunal Mehta,2023-02-09,Co-Borrower / Guarantor,HK,Client decision,1934,Prospect_1934,User Referral,Qualified,Gold,Group,Converted,84545.37,64623.21,180923.34,CASE107826,,Business Acceptance,Low,INDIA,Closed,2022-10-22,2023-05-07,2025-10-17,Onboarding delayed due to missing tax documents.,Refresh KYC,New Business,False
Borrowing,False,Middle Market,FI - Financial Sponsors,Amit Singh,2024-09-20,US,927558,197964,155554,130149,High strategic importance.,John Mathews,2023-10-26,Liquidity provider,IN,Auto disqualified,314,Prospect_314,User Referral,Gold,Platinum,Standalone,Draft,5705.72,138342.28,126875.33,CASE107827,,Complete,Low,INDIA,Closed,2023-10-02,2023-07-10,2022-12-05,Onboarding delayed due to missing tax documents.,New Business,New Business,False
Non-Borrowing,False,Local Corporate,Fintech - Other,Emily Davis,2025-05-25,HK,794414,429901,721500,108553,High strategic importance.,Emily Davis,2022-10-15,Transaction participation counterparty / SPV,IN,Auto disqualified,2953,Prospect_2953,Self,Silver,Platinum,Standalone,Draft,5351.78,107946.17,176796.25,CASE107828,,Complete,High,INDIA,Open,2022-06-11,2022-04-28,2021-07-12,Client onboarding completed successfully.,New Business,Refresh KYC,False
Non-Borrowing,False,Financial Institution,Local Corporates,Rohit Sharma,2024-12-26,GB,891020,471906,951893,592735,Strong revenue potential.,John Mathews,2022-05-02,Transaction participation counterparty / SPV,HK,Auto disqualified,2814,Prospect_2814,Self,Converted,Gold,Standalone,Draft,13990.55,126306.73,75113.17,CASE107829,LE202815,Validation,High,HONG KONG,Closed,2020-10-01,2023-08-14,2022-07-26,"High potential client, fast-track onboarding recommended.",New Business,Refresh KYC,False
Borrowing,False,Local Corporate,Fintech - Other,Amit Singh,2022-01-31,DE,970471,654760,551875,741302,High strategic importance.,John Mathews,2020-07-25,None,SG,Auto disqualified,979,Prospect_979,User Referral,Converted,Platinum,Standalone,Qualify,11209.43,11350.28,132950.9,CASE107830,LE200980,Complete,High,INDIA,Closed,2021-12-08,2020-12-24,2023-11-19,Onboarding delayed due to missing tax documents.,Refresh KYC,New Business,False
Non-Borrowing,True,Local Corporate,Local Corporates,Kunal Mehta,2022-09-22,GB,631799,205425,161436,180222,High strategic importance.,Rohit Sharma,2022-01-10,Transaction participation counterparty / SPV,HK,Auto disqualified,471,Prospect_471,User Referral,Qualified,Portfolio,Standalone,Onboarding In Progress,88263.31,91995.23,19793.69,CASE107831,,Validation,High,HONG KONG,Open,2025-02-03,2022-06-10,2020-11-28,Pending additional KYC documentation from client.,New Business,New Business,False
Borrowing,True,Global Corporate,Fintech - Other,Priya Nair,2021-07-17,AU,553106,808024,882447,232230,High strategic importance.,Maria Garcia,2022-07-31,None,US,Auto disqualified,1388,Prospect_1388,Self,Gold,Portfolio,Subsidiary,Qualify,79032.16,100177.69,190162.38,CASE107832,,Complete,Low,HONG KONG,Closed,2022-03-21,2023-07-25,2020-06-04,"Compliance review in progress, awaiting approvals.",New Business,Refresh KYC,False
Borrowing,True,Middle Market,FI - Financial Sponsors,Rohit Sharma,2020-06-29,IN,122674,106415,633548,801259,High strategic importance.,David Chen,2024-09-29,Transaction participation counterparty / SPV,AU,Client decision,1966,Prospect_1966,User Referral,Portfolio,Platinum,Group,Converted,28471.75,19964.25,142071.41,CASE107833,,Complete,Low,INDIA,Closed,2022-12-30,2024-10-12,2021-10-17,Client onboarding completed successfully.,Refresh KYC,Refresh KYC,True
Borrowing,True,Local Corporate,Middle Markets,John Mathews,2020-09-04,SG,681108,455634,892034,129179,Client meets all KYC requirements.,Rohit Sharma,2023-06-24,Transaction participation counterparty / SPV,DE,Client decision,287,Prospect_287,Self,Converted,Platinum,Subsidiary,Onboarding In Progress,26558.88,45008.85,106226.69,CASE107834,LE200288,Validation,High,SINGAPORE,Open,2022-10-25,2022-04-06,2024-11-11,Onboarding delayed due to missing tax documents.,Refresh KYC,Refresh KYC,False
Borrowing,False,Global Corporate,Middle Markets,Emily Davis,2021-06-06,US,203761,636883,484611,131204,Strong revenue potential.,Kunal Mehta,2021-02-19,Co-Borrower / Guarantor,IN,Auto disqualified,2939,Prospect_2939,User Referral,Qualified,Gold,Standalone,Draft,40555.03,133699.16,173395.16,CASE107835,,Validation,High,SINGAPORE,Closed,2023-10-01,2023-04-22,2023-06-27,Client onboarding completed successfully.,Refresh KYC,Refresh KYC,True
Non-Borrowing,False,Local Corporate,Hedge Funds,Priya Nair,2023-06-30,IN,461556,679208,774972,248400,Client meets all KYC requirements.,Amit Singh,2022-01-02,Liquidity provider,DE,Auto disqualified,1826,Prospect_1826,Self,Portfolio,Platinum,Subsidiary,Converted,52128.46,34415.89,142534.5,CASE107836,,Validation,High,HONG KONG,Closed,2025-12-10,2022-07-11,2022-01-12,Client onboarding completed successfully.,New Business,New Business,True
Non-Borrowing,True,Local Corporate,Financial Sponsors - Portfolio Companies,Sarah Lee,2024-11-20,SG,700954,463090,409145,662169,Strong revenue potential.,Lisa Wong,2021-09-16,Co-Borrower / Guarantor,AU,Auto disqualified,171,Prospect_171,User Referral,Disqualified,Platinum,Subsidiary,Onboarding In Progress,33073.92,116825.25,89100.82,CASE107837,,Business Acceptance,Medium,SINGAPORE,Open,2020-03-22,2020-09-25,2021-03-28,"High potential client, fast-track onboarding recommended.",Refresh KYC,Refresh KYC,False
Non-Borrowing,True,Local Corporate,Hedge Funds,Sarah Lee,2025-10-02,DE,643526,526539,865000,743826,Strong revenue potential.,Amit Singh,2023-04-15,None,HK,Auto disqualified,2835,Prospect_2835,Self,Converted,Portfolio,Subsidiary,Onboarding In Progress,90561.21,3789.16,113820.83,CASE107838,LE202836,Validation,High,INDIA,Closed,2020-09-27,2024-12-05,2023-05-20,"High potential client, fast-track onboarding recommended.",Refresh KYC,New Business,False
Non-Borrowing,True,Middle Market,Local Corporates,Emily Davis,2024-01-05,US,164333,593774,371253,458072,Existing group relationship.,David Chen,2025-05-02,Transaction participation counterparty / SPV,DE,Auto disqualified,2084,Prospect_2084,Self,Disqualified,Platinum,Standalone,Qualify,4829.57,27205.19,111910.61,CASE107839,,Business Acceptance,High,SINGAPORE,Closed,2025-07-10,2020-11-14,2021-07-25,Client onboarding completed successfully.,New Business,Refresh KYC,True
Borrowing,False,Financial Institution,Origination GC,Emily Davis,2023-06-28,HK,447278,625428,749796,104803,Strong revenue potential.,Emily Davis,2022-11-04,Liquidity provider,US,Auto disqualified,2305,Prospect_2305,User Referral,Gold,Platinum,Standalone,Onboarding In Progress,96128.06,7732.74,132354.25,CASE107840,,Business Acceptance,Low,HONG KONG,Open,2024-09-29,2020-09-21,2025-12-21,"High potential client, fast-track onboarding recommended.",New Business,Refresh KYC,True
Non-Borrowing,False,Middle Market,Middle Markets,Amit Singh,2021-08-19,SG,289306,409125,841288,130603,High strategic importance.,Rohit Sharma,2020-03-29,None,US,Auto disqualified,1369,Prospect_1369,User Referral,Lead,Portfolio,Standalone,Onboarding In Progress,56945.6,61052.45,152559.24,CASE107841,,Validation,Medium,HONG KONG,Closed,2021-10-15,2024-04-08,2025-09-22,Client onboarding completed successfully.,Refresh KYC,Refresh KYC,True
Borrowing,True,Global Corporate,Local Corporates,Maria Garcia,2021-08-26,US,142294,745124,599107,308628,High strategic importance.,Rohit Sharma,2024-03-13,Co-Borrower / Guarantor,GB,Client decision,2319,Prospect_2319,Self,Disqualified,Platinum,Group,Converted,94506.03,30452.84,76931.55,CASE107842,,Business Acceptance,Medium,INDIA,Closed,2021-04-03,2022-08-01,2023-05-01,"High potential client, fast-track onboarding recommended.",New Business,Refresh KYC,False
Non-Borrowing,True,Financial Institution,Hedge Funds,Kunal Mehta,2025-04-07,DE,578576,865660,668031,229550,Client meets all KYC requirements.,John Mathews,2022-02-20,Transaction participation counterparty / SPV,SG,Client decision,238,Prospect_238,User Referral,Lead,Gold,Group,Onboarding In Progress,69568.86,39034.51,153249.7,CASE107843,,Business Acceptance,Medium,HONG KONG,Open,2022-03-19,2022-03-12,2020-10-24,"Compliance review in progress, awaiting approvals.",Refresh KYC,Refresh KYC,False
Non-Borrowing,True,Global Corporate,Middle Markets,Kunal Mehta,2023-06-18,GB,433506,900685,317648,841038,Client meets all KYC requirements.,Kunal Mehta,2025-02-21,Transaction participation counterparty / SPV,DE,Auto disqualified,1897,Prospect_1897,User Referral,Portfolio,Platinum,Subsidiary,Converted,15163.74,75902.49,56071.24,CASE107844,,Complete,Low,SINGAPORE,Closed,2023-01-06,2023-11-27,2024-05-06,Client classified as low risk after initial screening.,Refresh KYC,New Business,True
Non-Borrowing,True,Local Corporate,Local Corporates,Sarah Lee,2023-11-05,SG,789847,550330,245004,317546,Existing group relationship.,David Chen,2021-10-06,Liquidity provider,SG,Client decision,2003,Prospect_2003,Self,Disqualified,Gold,Group,Converted,69345.38,77749.38,75909.7,CASE107845,,Business Acceptance,Low,HONG KONG,Closed,2024-09-03,2022-12-05,2022-08-10,Onboarding delayed due to missing tax documents.,New Business,New Business,False
Borrowing,True,Financial Institution,FI - Financial Sponsors,Emily Davis,2023-04-07,US,168396,819346,588310,293335,Strong revenue potential.,Lisa Wong,2020-08-13,None,SG,Client decision,1643,Prospect_1643,Self,Converted,Portfolio,Group,Qualify,96871.1,31931.68,74586.67,CASE107846,LE201644,Business Acceptance,Low,SINGAPORE,Open,2020-12-31,2025-01-01,2023-02-14,Onboarding delayed due to missing tax documents.,New Business,Refresh KYC,True
Borrowing,False,Global Corporate,Middle Markets,Emily Davis,2024-02-19,AU,928362,630033,148912,115456,High strategic importance.,John Mathews,2022-09-17,Liquidity provider,AU,Client decision,469,Prospect_469,Self,Disqualified,Portfolio,Standalone,Qualify,49998.2,127631.25,16262.86,CASE107847,,Complete,Medium,SINGAPORE,Closed,2024-06-12,2020-12-14,2023-03-15,Enhanced due diligence recommended based on risk factors.,New Business,Refresh KYC,True
Borrowing,True,Local Corporate,Hedge Funds,Priya Nair,2020-02-03,GB,275544,478617,326973,865082,Client meets all KYC requirements.,Maria Garcia,2022-07-31,Liquidity provider,DE,Client decision,2722,Prospect_2722,User Referral,Converted,Portfolio,Subsidiary,Onboarding In Progress,87775.98,50333.5,38692.85,CASE107848,LE202723,Business Acceptance,Medium,SINGAPORE,Closed,2023-02-09,2024-01-08,2025-07-04,Client onboarding completed successfully.,New Business,New Business,True
Borrowing,False,Global Corporate,Global Subsidiaries GC,Priya Nair,2025-10-21,DE,952034,279500,195470,557381,High strategic importance.,Emily Davis,2023-11-21,None,IN,Client decision,1061,Prospect_1061,User Referral,Qualified,Platinum,Group,Converted,98993.05,56814.12,196391.81,CASE107849,,Complete,Low,SINGAPORE,Open,2024-03-22,2022-12-02,2025-04-02,Enhanced due diligence recommended based on risk factors.,Refresh KYC,Refresh KYC,True
Non-Borrowing,True,Global Corporate,Local Corporates,David Chen,2021-08-15,GB,124285,959560,602139,583943,Client meets all KYC requirements.,Emily Davis,2020-07-02,Co-Borrower / Guarantor,AU,Client decision,210,Prospect_210,Self,Qualified,Portfolio,Group,Onboarding In Progress,33851.27,134425.56,100979.27,CASE107850,,Business Acceptance,Medium,SINGAPORE,Open,2020-11-11,2022-05-14,2022-02-04,"Compliance review in progress, awaiting approvals.",New Business,New Business,False
